record_id,limit_type,limit_sub_type,product,creditor_entity_id,creditor_name,creditor_level,debtor_entity_id,debtor_name,debtor_level,limit_gbp,exposure_gbp,currency,crr_reg_treatment
LIM0216,Hard,Lending,Overdraft,E012,Credit Co,3,E002,Property Co,1,6388000,1492000,GBP,RFB_X
LIM0217,Hard,Traded,Bond Borrow,E054,Securities Co,3,E006,Corp Co,2,6736000,2768000,GBP,NRFB_X
LIM0218,Hard,Traded,Committed Repo,E010,FX Co,3,E012,Credit Co,3,19275000,7301000,GBP,RFB_INTERNAL
LIM0219,Hard,Traded,Committed Repo,E006,Corp Co,2,E026,Lease Co,3,20731000,2775000,GBP,RFB_X
LIM0220,Hard,Traded,FX Forward,E008,Lend Co,3,E034,Vita Co,5,22216000,8419000,GBP,RFB_X
LIM0221,Hard,Traded,Xccy Swap,E031,Mgmt Co,4,E032,Hold Co,4,2757000,2572000,GBP,NRFB_CROSS
LIM0222,Hard,Traded,Bond Borrow,E053,Trading Co,3,E017,Clear Co,4,9822000,-1620000,GBP,NRFB_X
LIM0223,Hard,Lending,Committed Loan,E024,Comm Co,2,E002,Property Co,1,6070000,5609000,GBP,NRFB_CROSS
LIM0224,Hard,Lending,Committed Loan,E043,Endow Co,3,E041,Plan Co,3,17283000,-573000,GBP,Trust Co_NRFB
LIM0225,Hard,Traded,Bond Borrow,E043,Endow Co,3,E054,Securities Co,3,6269000,1545000,GBP,NRFB_CROSS
LIM0226,Hard,Traded,Bond Borrow,E005,Retail Co,2,E003,Wealth Co,1,12722000,-947000,GBP,RFB_X
LIM0227,Hard,Traded,Bond Borrow,E052,Deriv Co,2,E021,Verus Co,5,75717000,21105000,GBP,NRFB_X
LIM0228,Hard,Lending,Overdraft,E032,Hold Co,4,E034,Vita Co,5,9947000,5320000,GBP,NRFB_CROSS
LIM0229,Hard,Traded,Bond Borrow,E024,Comm Co,2,E055,Broker Co,4,32652000,6978000,GBP,NRFB_CROSS
LIM0230,Hard,Traded,Xccy Swap,E003,Wealth Co,1,E044,Invest Co,4,191297000,143135000,GBP,NRFB_CROSS
LIM0231,Hard,Traded,Bond Borrow,E042,Heir Co,3,E046,Pens Co,4,7053000,526000,GBP,Trust Co_NRFB
LIM0232,Hard,Traded,Committed Repo,E025,Dev Co,3,E006,Corp Co,2,12101000,7296000,GBP,NRFB_X
LIM0233,Hard,Traded,Xccy Swap,E050,Aqua Co,6,E058,Report Co,4,38000,2000,GBP,NRFB_CROSS
LIM0234,Hard,Traded,Bond Borrow,E003,Wealth Co,1,E026,Lease Co,3,98651000,54086000,GBP,NRFB_CROSS
LIM0235,Hard,Lending,Committed Loan,E008,Lend Co,3,E029,Build Co,3,24481000,-2446000,GBP,RFB_X
LIM0236,Hard,Lending,Overdraft,E002,Property Co,1,E022,Victor Co,6,45964000,36435000,GBP,NRFB_X
LIM0237,Hard,Traded,Committed Repo,E055,Broker Co,4,E008,Lend Co,3,5248000,1930000,GBP,NRFB_X
LIM0238,Hard,Lending,Committed Loan,E051,Equit Co,2,E050,Aqua Co,6,49000000,42955000,GBP,NRFB_CROSS
LIM0239,Hard,Lending,Overdraft,E033,REIT Co,4,E047,Bond Co,4,1574000,121000,GBP,NRFB_CROSS
LIM0240,Hard,Lending,Committed Loan,E021,Verus Co,5,E032,Hold Co,4,1404000,310000,GBP,RFB_X
LIM0241,Hard,Lending,Overdraft,E035,Valor Co,5,E006,Corp Co,2,1064000,469000,GBP,NRFB_X
LIM0242,Hard,Traded,Bond Borrow,E024,Comm Co,2,E056,Agency Co,4,9284000,580000,GBP,NRFB_CROSS
LIM0243,Hard,Traded,Xccy Swap,E003,Wealth Co,1,E038,Trust Co,2,93864000,-16692000,GBP,NRFB_CROSS
LIM0244,Hard,Traded,Xccy Swap,E008,Lend Co,3,E019,Vox Co,5,12264000,-385000,GBP,RFB_INTERNAL
LIM0245,Soft,Settlement,Payment Intraday,E008,Lend Co,3,E026,Lease Co,3,27302000,16110000,GBP,RFB_X
LIM0246,Hard,Traded,Bond Borrow,E040,Fisc Co,3,E038,Trust Co,2,19362000,-3131000,GBP,NRFB_CROSS
LIM0247,Soft,Settlement,Payment Intraday,E007,Fin Co,2,E036,Via Co,6,70843000,-2764000,GBP,RFB_X
LIM0248,Hard,Traded,Committed Repo,E053,Trading Co,3,E035,Valor Co,5,8817000,-471000,GBP,NRFB_CROSS
LIM0249,Hard,Traded,Bond Borrow,E025,Dev Co,3,E031,Mgmt Co,4,23849000,21690000,GBP,Resi Co_NRFB
LIM0250,Hard,Traded,FX Forward,E039,Fund Co,3,E014,Card Co,4,3139000,3096000,GBP,NRFB_X
LIM0251,Hard,Traded,Xccy Swap,E032,Hold Co,4,E006,Corp Co,2,3345000,2623000,GBP,NRFB_X
LIM0252,Hard,Traded,Xccy Swap,E025,Dev Co,3,E054,Securities Co,3,2314000,54000,GBP,NRFB_CROSS
LIM0253,Hard,Lending,Overdraft,E051,Equit Co,2,E058,Report Co,4,29641000,944000,GBP,NRFB_CROSS
LIM0254,Hard,Traded,Bond Borrow,E011,Trade Co,3,E032,Hold Co,4,18121000,4995000,GBP,RFB_X
LIM0255,Hard,Lending,Overdraft,E007,Fin Co,2,E055,Broker Co,4,44756000,2683000,GBP,RFB_X
LIM0256,Hard,Traded,FX Forward,E041,Plan Co,3,E032,Hold Co,4,14715000,-1001000,GBP,NRFB_CROSS
LIM0257,Hard,Traded,Xccy Swap,E061,Alba Co,6,E039,Fund Co,3,499000,481000,GBP,NRFB_CROSS
LIM0258,Hard,Lending,Overdraft,E001,Bank Co,1,E035,Valor Co,5,61244000,4352000,GBP,RFB_X
LIM0259,Hard,Traded,Xccy Swap,E053,Trading Co,3,E047,Bond Co,4,5142000,560000,GBP,NRFB_CROSS
LIM0260,Hard,Lending,Overdraft,E016,Settle Co,4,E051,Equit Co,2,4565000,3797000,GBP,RFB_X
LIM0261,Hard,Traded,Xccy Swap,E013,Issuer Co,3,E034,Vita Co,5,27959000,21595000,GBP,RFB_X
LIM0262,Soft,Settlement,Payment Intraday,E038,Trust Co,2,E018,Custody Co,4,14596000,-2726000,GBP,NRFB_X
LIM0263,Hard,Traded,Bond Borrow,E046,Pens Co,4,E012,Credit Co,3,332000,141000,GBP,NRFB_X
LIM0264,Hard,Lending,Overdraft,E045,Annuity Co,4,E056,Agency Co,4,7261000,5907000,GBP,NRFB_CROSS
LIM0265,Hard,Traded,FX Forward,E052,Deriv Co,2,E049,Visus Co,5,30874000,20147000,GBP,NRFB_CROSS
LIM0266,Hard,Traded,FX Forward,E035,Valor Co,5,E013,Issuer Co,3,1629000,741000,GBP,NRFB_X
LIM0267,Hard,Lending,Committed Loan,E020,Virtus Co,5,E022,Victor Co,6,1780000,-39000,GBP,Retail Co_CORE
LIM0268,Hard,Lending,Committed Loan,E002,Property Co,1,E043,Endow Co,3,37483000,-3711000,GBP,NRFB_CROSS
LIM0269,Hard,Lending,Committed Loan,E052,Deriv Co,2,E034,Vita Co,5,42853000,37887000,GBP,NRFB_CROSS
LIM0270,Hard,Traded,Committed Repo,E025,Dev Co,3,E014,Card Co,4,24730000,5776000,GBP,NRFB_X
LIM0271,Hard,Lending,Committed Loan,E003,Wealth Co,1,E060,Axis Co,5,179076000,56564000,GBP,NRFB_CROSS
LIM0272,Hard,Traded,Bond Borrow,E008,Lend Co,3,E053,Trading Co,3,23136000,14585000,GBP,RFB_X
LIM0273,Hard,Traded,Bond Borrow,E015,Repo Co,4,E046,Pens Co,4,2877000,2875000,GBP,RFB_X
LIM0274,Hard,Traded,Bond Borrow,E026,Lease Co,3,E041,Plan Co,3,1416000,747000,GBP,NRFB_CROSS
LIM0275,Hard,Traded,Bond Borrow,E002,Property Co,1,E018,Custody Co,4,100568000,6071000,GBP,NRFB_X
LIM0276,Hard,Lending,Overdraft,E032,Hold Co,4,E048,Vigor Co,5,7109000,78000,GBP,NRFB_CROSS
LIM0277,Soft,Settlement,Payment Intraday,E027,Asset Co,3,E023,Resi Co,2,23861000,20060000,GBP,NRFB_CROSS
LIM0278,Hard,Lending,Committed Loan,E000,Group Co,0,E038,Trust Co,2,227297000,195815000,GBP,NRFB_CROSS
LIM0279,Hard,Traded,Committed Repo,E013,Issuer Co,3,E047,Bond Co,4,17856000,-2059000,GBP,RFB_X
LIM0280,Hard,Traded,Bond Borrow,E046,Pens Co,4,E037,Priv Co,2,8490000,152000,GBP,NRFB_CROSS
LIM0281,Hard,Traded,Committed Repo,E041,Plan Co,3,E060,Axis Co,5,2399000,-347000,GBP,NRFB_CROSS
LIM0282,Hard,Lending,Overdraft,E046,Pens Co,4,E022,Victor Co,6,4613000,3009000,GBP,NRFB_X
LIM0283,Hard,Lending,Overdraft,E007,Fin Co,2,E017,Clear Co,4,23593000,19088000,GBP,RFB_INTERNAL
LIM0284,Soft,Settlement,Payment Intraday,E011,Trade Co,3,E044,Invest Co,4,4104000,3855000,GBP,RFB_X
LIM0285,Hard,Traded,Bond Borrow,E000,Group Co,0,E009,Deposit Co,3,355290000,-50555000,GBP,NRFB_X
LIM0286,Hard,Traded,Committed Repo,E050,Aqua Co,6,E027,Asset Co,3,275000,264000,GBP,NRFB_CROSS
LIM0287,Hard,Traded,Committed Repo,E048,Vigor Co,5,E046,Pens Co,4,731000,632000,GBP,Trust Co_NRFB
LIM0288,Hard,Traded,Committed Repo,E021,Verus Co,5,E019,Vox Co,5,924000,240000,GBP,RFB_INTERNAL
LIM0289,Hard,Lending,Overdraft,E044,Invest Co,4,E019,Vox Co,5,8565000,6387000,GBP,NRFB_X
LIM0290,Hard,Lending,Overdraft,E034,Vita Co,5,E017,Clear Co,4,1412000,652000,GBP,NRFB_X
LIM0291,Hard,Traded,Bond Borrow,E018,Custody Co,4,E037,Priv Co,2,4327000,2581000,GBP,RFB_X
LIM0292,Hard,Lending,Committed Loan,E011,Trade Co,3,E034,Vita Co,5,25760000,5918000,GBP,RFB_X
LIM0293,Hard,Lending,Committed Loan,E010,FX Co,3,E021,Verus Co,5,2453000,2323000,GBP,Retail Co_CORE
LIM0294,Hard,Lending,Overdraft,E038,Trust Co,2,E016,Settle Co,4,70079000,57836000,GBP,NRFB_X
LIM0295,Hard,Lending,Overdraft,E020,Virtus Co,5,E027,Asset Co,3,1208000,94000,GBP,RFB_X
LIM0296,Hard,Traded,Bond Borrow,E000,Group Co,0,E033,REIT Co,4,358074000,189164000,GBP,NRFB_CROSS
LIM0297,Hard,Lending,Overdraft,E001,Bank Co,1,E007,Fin Co,2,114042000,58361000,GBP,RFB_INTERNAL
LIM0298,Hard,Lending,Committed Loan,E009,Deposit Co,3,E019,Vox Co,5,17865000,4861000,GBP,Fin Co_CORE
LIM0299,Hard,Traded,Committed Repo,E003,Wealth Co,1,E031,Mgmt Co,4,119774000,70508000,GBP,NRFB_CROSS
LIM0300,Soft,Settlement,Payment Intraday,E000,Group Co,0,E036,Via Co,6,470383000,27672000,GBP,NRFB_CROSS
